Month #,Month,Year,STORE TYPE,CATEGORY,SEGMENT,MANUFACTURER_1,BRAND_2,BARCODE,PACK SIZE,PACK unit, Value Sales , Units Sales ,REGION,STATE,CITY,STORE_ID,PRODUCT_ID,SUPPLIER_ID,DISTRIBUTION_CENTER,SALES_CHANNEL,BATCH_NUMBER,LOT_NUMBER,SUPPLIER_LEAD_TIME_DAYS,WAREHOUSE_ID,INVENTORY_STATUS,ORDER_STATUS,DATA_SOURCE,INGESTION_TIMESTAMP
01,Jan,2019,Small private market,Stain Removal,Color Care,Y,U,7290002921233,200,ML,"10,691",50,South,Kerala,Thiruvananthapuram,ST00465,PRD959784,SUP0037,DC_KOL,Wholesale,B122485,LOT20989,13,WH03,In Stock,Completed,Distributor Portal,04-08-2024 23:09
01,Jan,2019,Small private market,Personal Hygiene,Wipes,D,L,7290004147280,1,EACH,"3,109",26,South,Tamil Nadu,Madurai,ST00348,PRD090694,SUP0022,DC_KOL,Retail,B625114,LOT19098,8,WH03,In Stock,Completed,Distributor Portal,31-03-2024 22:08
01,Jan,2019,Small private market,Air Care,Diffuser,D,L,7290004147327,1000,GR,628,4,South,Andhra Pradesh,Vijayawada,ST00125,PRD979943,SUP0106,DC_MUM,Retail,B261609,LOT52891,12,WH03,In Stock,Completed,SAP ECC,14-04-2024 00:46
01,Jan,2019,Small private market,Stain Removal,Fabric Whitener,P,J,7290006988003,1000,GR,"3,620",14,East,Odisha,Bhubaneswar,ST01295,PRD473639,SUP0103,DC_DEL,Modern Trade,B894913,LOT77537,14,WH03,In Stock,Completed,Distributor Portal,12-06-2024 09:47
01,Jan,2019,Small private market,Stain Removal,Color Care,J,F,7290006660350,1000,ML,"2,108",7,South,Andhra Pradesh,Vijayawada,ST00357,PRD691421,SUP0007,DC_CHN,Modern Trade,B583891,LOT44072,5,WH01,In Stock,Cancelled,SAP ECC,25-04-2024 15:53
01,Jan,2019,Small private market,Stain Removal,Stain Remover,Y,Y,7290109920153,840,GR,696,3,North,Delhi,New Delhi,ST00527,PRD576052,SUP0042,DC_BLR,Retail,B907413,LOT69607,2,WH05,In Stock,Completed,Distributor Portal,20-04-2024 07:44
01,Jan,2019,Small private market,Stain Removal,Fabric Whitener,S,S,7290000289458,250,ML,514,3,West,Gujarat,Ahmedabad,ST00498,PRD902596,SUP0030,DC_KOL,Modern Trade,B828572,LOT83657,7,WH02,Out of Stock,Completed,Distributor Portal,24-12-2024 00:00
01,Jan,2019,Small private market,Surface Cleaners,Bathroom,S,S,7290003015597,250,ML,902,6,Central,Madhya Pradesh,Indore,ST01177,PRD286954,SUP0074,DC_CHN,Modern Trade,B786469,LOT12639,10,WH02,In Stock,Completed,Distributor Portal,06-12-2024 23:32
01,Jan,2019,Small private market,Dishwashing,Liquid,Y,I,3045201107001,150,ML,"2,015",9,South,Telangana,Hyderabad,ST00053,PRD110660,SUP0079,DC_CHN,Wholesale,B299738,LOT87091,7,WH01,Reserved,Completed,SAP ECC,26-02-2024 05:41
01,Jan,2019,Small private market,Stain Removal,Fabric Whitener,H,C,4015000031394,250,ML,"38,826",243,Central,Madhya Pradesh,Indore,ST00149,PRD240394,SUP0006,DC_MUM,Retail,B101080,LOT13092,6,WH04,In Stock,Completed,Retail POS,22-09-2024 19:16
01,Jan,2019,Small private market,Surface Cleaners,Bathroom,Y,A,48256214758,1000,GR,"39,117",230,South,Tamil Nadu,Madurai,ST00503,PRD878326,SUP0024,DC_KOL,Retail,B191767,LOT73709,2,WH05,Low Stock,Completed,SAP S/4HANA,28-08-2024 22:50
01,Jan,2019,Small private market,Stain Removal,Color Care,Y,A,7290002921332,75,GR,"16,101",125,South,Andhra Pradesh,Vijayawada,ST00870,PRD439804,SUP0066,DC_CHN,Modern Trade,B398020,LOT68928,10,WH02,In Stock,Completed,SAP S/4HANA,30-08-2024 04:57
01,Jan,2019,Small private market,Stain Removal,Color Care,Unknown,Z_,7297174000025,40,GR,"36,623",299,Central,Madhya Pradesh,Indore,ST01474,PRD803365,SUP0040,DC_BLR,Modern Trade,B808281,LOT31843,10,WH04,Low Stock,Returned,SAP S/4HANA,16-05-2024 09:36
01,Jan,2019,Small private market,Dishwashing,Liquid,R,V,7290011074296,1400,GR,"1,406",4,East,Odisha,Bhubaneswar,ST00219,PRD948538,SUP0116,DC_CHN,Retail,B252351,LOT44363,2,WH03,In Stock,Completed,SAP S/4HANA,15-02-2024 08:23
01,Jan,2019,Small private market,Dishwashing,Gel,R,V,7290108200201,1350,GR,"4,382",12,Central,Chhattisgarh,Raipur,ST01301,PRD265091,SUP0015,DC_BLR,Wholesale,B488883,LOT47737,13,WH05,In Stock,Completed,SAP ECC,21-05-2024 16:04
01,Jan,2019,Small private market,Air Care,Freshener,R,V,7290108200218,1350,GR,"6,225",20,North,Haryana,Gurugram,ST00452,PRD807147,SUP0053,DC_BLR,Modern Trade,B687901,LOT84481,5,WH05,In Stock,Returned,Distributor Portal,12-10-2024 06:40
01,Jan,2019,Small private market,Stain Removal,Color Care,R,V,7290108200225,470,GR," 1,30,558 ",747,South,Karnataka,Mysuru,ST01452,PRD556244,SUP0085,DC_BLR,Wholesale,B114036,LOT66850,13,WH03,In Stock,Completed,Retail POS,06-12-2024 18:22
01,Jan,2019,Small private market,Surface Cleaners,Multipurpose,R,V,7290108200232,470,GR," 1,26,731 ",743,Central,Chhattisgarh,Raipur,ST00083,PRD219252,SUP0082,DC_KOL,Retail,B857198,LOT48243,2,WH02,Reserved,Completed,Retail POS,11-03-2024 22:19
01,Jan,2019,Small private market,Surface Cleaners,Multipurpose,S,S,7290108351491,720,GR,"8,808",45,East,Bihar,Patna,ST01242,PRD606134,SUP0005,DC_BLR,Wholesale,B541680,LOT69343,11,WH05,In Stock,Pending,SAP ECC,21-08-2024 14:50
01,Jan,2019,Small private market,Stain Removal,Color Care,U,R,7290000339191,350,GR,"38,228",184,North,Uttar Pradesh,Lucknow,ST00738,PRD744346,SUP0089,DC_KOL,Modern Trade,B386396,LOT76178,5,WH01,Reserved,Completed,Retail POS,03-08-2024 21:03
01,Jan,2019,Small private market,Surface Cleaners,Kitchen,B,O,7290006784506,750,ML,"1,935",25,Central,Chhattisgarh,Raipur,ST00527,PRD803735,SUP0036,DC_CHN,Retail,B888459,LOT30693,8,WH01,In Stock,Completed,SAP S/4HANA,30-01-2024 17:59
01,Jan,2019,Small private market,Stain Removal,Fabric Whitener,R,V,7290101864127,750,ML," 3,24,828 ","1,820",East,West Bengal,Kolkata,ST00404,PRD638606,SUP0074,DC_BLR,Retail,B815960,LOT30607,9,WH01,Low Stock,Completed,SAP ECC,29-06-2024 22:59
01,Jan,2019,Small private market,Stain Removal,Stain Remover,R,V,7290101865698,300,ML,981,5,South,Karnataka,Bengaluru,ST00290,PRD811463,SUP0115,DC_DEL,Retail,B972044,LOT28026,4,WH05,In Stock,Returned,SAP ECC,03-01-2024 16:40
01,Jan,2019,Small private market,Personal Hygiene,Wipes,S,S,7290000286907,750,ML,"1,017",4,West,Gujarat,Ahmedabad,ST00420,PRD620074,SUP0046,DC_CHN,Modern Trade,B197331,LOT23764,4,WH02,In Stock,Completed,SAP ECC,15-10-2024 12:56
01,Jan,2019,Small private market,Personal Hygiene,Sanitizer,S,S,7290000286921,750,ML,"61,774",364,North,Haryana,Gurugram,ST00339,PRD088389,SUP0023,DC_DEL,Retail,B275447,LOT55761,11,WH04,In Stock,Completed,SAP S/4HANA,17-11-2024 22:11
01,Jan,2019,Small private market,Air Care,Freshener,S,S,7290003015580,700,ML,"1,197",6,East,West Bengal,Kolkata,ST00777,PRD412193,SUP0088,DC_DEL,E-Commerce,B470607,LOT87117,6,WH02,In Stock,Completed,Distributor Portal,26-05-2024 23:21
01,Jan,2019,Small private market,Stain Removal,Fabric Whitener,S,S,7290005430602,750,ML," 3,97,371 ","2,204",West,Goa,Panaji,ST00711,PRD305851,SUP0045,DC_MUM,E-Commerce,B745002,LOT60220,12,WH04,Reserved,Completed,Distributor Portal,16-11-2024 14:25
01,Jan,2019,Small private market,Stain Removal,Color Care,S,S,7290012823657,750,ML,"5,925",42,Central,Chhattisgarh,Raipur,ST00987,PRD408681,SUP0010,DC_KOL,Wholesale,B196669,LOT53064,7,WH05,In Stock,Completed,Distributor Portal,24-10-2024 01:57
01,Jan,2019,Small private market,Laundry Detergents,Powder,S,S,7290014397859,230,ML,175,1,West,Gujarat,Ahmedabad,ST00959,PRD338905,SUP0054,DC_MUM,Modern Trade,B212955,LOT95860,14,WH03,Low Stock,Completed,SAP ECC,26-05-2024 09:00
01,Jan,2019,Small private market,Dishwashing,Bars,Y,H,7290014905894,500,ML,"2,768",17,South,Telangana,Hyderabad,ST01443,PRD500224,SUP0070,DC_KOL,Wholesale,B450353,LOT81442,4,WH04,In Stock,Returned,Distributor Portal,11-07-2024 16:45
01,Jan,2019,Small private market,Stain Removal,Stain Remover,R,V,7290011074173,20,EACH,"7,957",32,West,Maharashtra,Mumbai,ST01231,PRD777202,SUP0077,DC_MUM,Retail,B869399,LOT23628,7,WH04,Reserved,Completed,Distributor Portal,02-09-2024 00:34
01,Jan,2019,Private market minimarkets,Surface Cleaners,Bathroom,C,E,5412533002652,200,ML,"2,223",9,North,Haryana,Gurugram,ST00686,PRD148712,SUP0085,DC_CHN,Modern Trade,B573051,LOT12564,11,WH02,Low Stock,Cancelled,SAP S/4HANA,21-12-2024 21:51
01,Jan,2019,Private market minimarkets,Stain Removal,Fabric Whitener,Y,Y,7290014905139,980,ML,131,1,Central,Madhya Pradesh,Indore,ST01289,PRD294679,SUP0032,DC_DEL,Retail,B380780,LOT58793,13,WH05,In Stock,Completed,SAP ECC,20-03-2024 22:04
01,Jan,2019,Private market minimarkets,Personal Hygiene,Sanitizer,R,V,7290101866633,3000,ML," 5,70,988 ","2,115",West,Goa,Panaji,ST01060,PRD433496,SUP0043,DC_CHN,Retail,B741002,LOT61106,8,WH02,Low Stock,Completed,Retail POS,22-04-2024 05:34
01,Jan,2019,Private market minimarkets,Stain Removal,Fabric Whitener,R,V,7290101866787,3000,ML," 1,52,610 ",567,West,Maharashtra,Pune,ST00373,PRD528279,SUP0118,DC_KOL,Retail,B424041,LOT78626,14,WH05,Low Stock,Completed,SAP ECC,20-07-2024 17:29
01,Jan,2019,Private market minimarkets,Laundry Detergents,Liquid,R,V,7290108200188,940,ML,"7,631",42,North,Delhi,New Delhi,ST01283,PRD674161,SUP0015,DC_DEL,Modern Trade,B553294,LOT84782,7,WH04,Low Stock,Completed,SAP S/4HANA,29-12-2024 10:34
01,Jan,2019,Private market minimarkets,Stain Removal,Stain Remover,R,V,7290108200195,940,ML,"11,495",59,South,Tamil Nadu,Coimbatore,ST00994,PRD614968,SUP0066,DC_DEL,Retail,B543622,LOT38626,7,WH03,In Stock,Completed,Distributor Portal,18-03-2024 04:43
01,Jan,2019,Private market minimarkets,Surface Cleaners,Bathroom,R,V,7290108201543,2000,ML,"5,254",21,South,Andhra Pradesh,Vijayawada,ST00531,PRD271109,SUP0015,DC_KOL,Wholesale,B617041,LOT11514,14,WH05,Low Stock,Completed,SAP S/4HANA,01-04-2024 19:24
01,Jan,2019,Private market minimarkets,Surface Cleaners,Kitchen,R,V,7290112000446,3470,ML,"3,837",15,North,Punjab,Ludhiana,ST00924,PRD407946,SUP0115,DC_CHN,E-Commerce,B290202,LOT55995,3,WH04,In Stock,Pending,SAP S/4HANA,15-02-2024 15:45
01,Jan,2019,Private market minimarkets,Stain Removal,Stain Remover,R,V,7290112000651,470,ML,437,1,North,Punjab,Ludhiana,ST00023,PRD030553,SUP0081,DC_DEL,Retail,B860431,LOT58786,14,WH03,In Stock,Completed,Retail POS,11-03-2024 09:36
01,Jan,2019,Private market minimarkets,Personal Hygiene,Wipes,S,S,7290005425912,4000,ML,"79,619",246,South,Karnataka,Bengaluru,ST00104,PRD381946,SUP0020,DC_CHN,Modern Trade,B964295,LOT69859,12,WH02,In Stock,Completed,SAP ECC,31-01-2024 17:16
01,Jan,2019,Private market minimarkets,Laundry Detergents,Powder,S,S,7290005430626,2000,ML,"52,136",225,East,West Bengal,Kolkata,ST00241,PRD533589,SUP0050,DC_CHN,Wholesale,B350585,LOT82553,5,WH02,In Stock,Completed,Retail POS,10-09-2024 18:16
01,Jan,2019,Private market minimarkets,Personal Hygiene,Handwash,S,S,7290013268891,3000,ML," 6,48,019 ","2,477",East,Bihar,Patna,ST01005,PRD282080,SUP0006,DC_CHN,Retail,B738143,LOT28256,2,WH05,Out of Stock,Completed,SAP ECC,14-09-2024 10:22
01,Jan,2019,Private market minimarkets,Personal Hygiene,Wipes,S,S,7290014397453,3000,ML," 1,03,022 ",393,East,Bihar,Patna,ST00903,PRD239625,SUP0079,DC_DEL,E-Commerce,B556978,LOT69787,11,WH05,In Stock,Completed,Retail POS,07-10-2024 17:26
01,Jan,2019,Private market minimarkets,Surface Cleaners,Kitchen,S,S,7290107280563,3000,ML," 1,31,778 ",504,North,Haryana,Gurugram,ST01277,PRD514311,SUP0017,DC_BLR,E-Commerce,B388342,LOT26217,14,WH05,Low Stock,Completed,Distributor Portal,21-12-2024 03:18
01,Jan,2019,Private market minimarkets,Personal Hygiene,Wipes,Y,U,7290002921233,200,ML,"11,319",45,North,Punjab,Ludhiana,ST01166,PRD670515,SUP0026,DC_MUM,Retail,B688527,LOT70345,6,WH02,In Stock,Completed,Retail POS,05-09-2024 07:08
01,Jan,2019,Private market minimarkets,Stain Removal,Fabric Whitener,D,L,7290004147280,1,EACH,"1,215",12,South,KARNATAKA,Mysuru,ST00814,PRD391122,SUP0022,DC_KOL,Retail,B788483,LOT94604,14,WH05,In Stock,Completed,Retail POS,15-09-2024 20:59
01,Jan,2019,Private market minimarkets,Stain Removal,Stain Remover,D,L,7290004147327,1000,GR,"1,313",7,South,Kerala,Kochi,ST00655,PRD128230,SUP0073,DC_CHN,E-Commerce,B155450,LOT91223,14,WH04,In Stock,Completed,Retail POS,02-09-2024 18:48
01,Jan,2019,Private market minimarkets,Stain Removal,Fabric Whitener,J,F,7290006660350,1000,ML,"1,232",4,East,Odisha,Bhubaneswar,ST01475,PRD049848,SUP0064,DC_DEL,E-Commerce,B994543,LOT82551,11,WH01,In Stock,Pending,SAP S/4HANA,22-06-2024 18:14
01,Jan,2019,Private market minimarkets,Stain Removal,Color Care,Y,Y,7290109920153,840,GR,"24,187",89,East,Odisha,Bhubaneswar,ST00783,PRD265186,SUP0076,DC_KOL,Retail,B193702,LOT57640,4,WH01,In Stock,Completed,Distributor Portal,20-03-2024 21:28
01,Jan,2019,Private market minimarkets,Dishwashing,Bars,R,V,7290101866435,240,GR,581,5,Central,Chhattisgarh,Raipur,ST00307,PRD937069,SUP0086,DC_BLR,Retail,B966358,LOT64424,4,WH05,Reserved,Completed,Distributor Portal,08-11-2024 10:30
01,Jan,2019,Private market minimarkets,Stain Removal,Color Care,R,V,8410104022914,8,EACH,103,1,South,Karnataka,Bengaluru,ST00008,PRD703962,SUP0058,DC_BLR,Modern Trade,B158059,LOT90620,5,WH04,In Stock,Completed,SAP S/4HANA,23-11-2024 01:11
01,Jan,2019,Private market minimarkets,Air Care,Diffuser,S,S,7290000289458,250,ML,"1,445",8,North,Haryana,Gurugram,ST01093,PRD824692,SUP0087,DC_DEL,Retail,B517248,LOT61925,13,WH04,In Stock,Pending,SAP S/4HANA,04-01-2024 00:59
01,Jan,2019,Private market minimarkets,Dishwashing,Bars,S,S,7290003015597,250,ML,"2,860",17,East,Odisha,Bhubaneswar,ST00575,PRD299470,SUP0037,DC_CHN,E-Commerce,B727358,LOT48540,10,WH04,In Stock,Pending,SAP S/4HANA,01-07-2024 19:07
01,Jan,2019,Private market minimarkets,Stain Removal,Color Care,Y,I,3045201106004,150,ML,"1,967",10,North,Delhi,New Delhi,ST01092,PRD043581,SUP0078,DC_BLR,Wholesale,B105258,LOT76857,12,WH03,In Stock,Completed,SAP S/4HANA,18-12-2024 06:24
01,Jan,2019,Private market minimarkets,Surface Cleaners,Bathroom,Y,I,3045201107001,150,ML,590,3,Central,Chhattisgarh,Raipur,ST00912,PRD135730,SUP0088,DC_BLR,Modern Trade,B317488,LOT95134,7,WH04,Low Stock,Completed,SAP S/4HANA,19-06-2024 12:11
01,Jan,2019,Private market minimarkets,Stain Removal,Color Care,Y,I,3045201108008,150,ML,"1,155",6,East,West Bengal,Kolkata,ST01432,PRD607143,SUP0072,DC_BLR,Retail,B767877,LOT21798,11,WH02,In Stock,Completed,Distributor Portal,15-10-2024 11:50
01,Jan,2019,Private market minimarkets,Air Care,Freshener,H,C,4015000031394,250,ML,"18,388",107,East,West Bengal,Kolkata,ST00518,PRD347758,SUP0090,DC_DEL,Wholesale,B866018,LOT58923,12,WH02,Low Stock,Completed,Retail POS,28-01-2024 02:23
01,Jan,2019,Private market minimarkets,Stain Removal,Fabric Whitener,Y,A,48256214758,1000,GR," 1,34,750 ",746,North,Delhi,New Delhi,ST01143,PRD889620,SUP0096,DC_KOL,Retail,B850689,LOT70527,9,WH04,In Stock,Completed,Retail POS,05-11-2024 21:44
01,Jan,2019,Private market minimarkets,Personal Hygiene,Wipes,Y,A,7290002921332,75,GR,"33,866",260,Central,Madhya Pradesh,Indore,ST01055,PRD693908,SUP0028,DC_MUM,Retail,B524351,LOT48059,12,WH01,In Stock,Completed,Retail POS,09-11-2024 07:01
01,Jan,2019,Private market minimarkets,Laundry Detergents,Liquid,G,Z_,7297174000025,40,GR,"44,464",365,Central,Chhattisgarh,Raipur,ST00483,PRD676028,SUP0096,DC_DEL,Modern Trade,B452151,LOT85213,13,WH03,Reserved,Cancelled,SAP ECC,09-05-2024 22:42
01,Jan,2019,Private market minimarkets,Stain Removal,Stain Remover,R,V,7290101866657,564,GR,576,2,West,Goa,Panaji,ST00207,PRD236328,SUP0086,DC_CHN,Modern Trade,B138871,LOT99011,6,WH02,In Stock,Completed,Retail POS,07-03-2024 19:55
01,Jan,2019,Private market minimarkets,Stain Removal,Fabric Whitener,R,V,7290108200201,1350,GR,"35,989",118,North,Punjab,Ludhiana,ST00669,PRD958789,SUP0049,DC_DEL,Wholesale,B615989,LOT47098,14,WH02,In Stock,Completed,Distributor Portal,01-02-2024 09:52
01,Jan,2019,Private market minimarkets,Air Care,Freshener,R,V,7290108200218,1350,GR,"27,148",92,Central,Chhattisgarh,Raipur,ST00579,PRD941050,SUP0073,DC_DEL,E-Commerce,B142642,LOT89266,7,WH02,In Stock,Completed,SAP S/4HANA,13-09-2024 22:11
01,Jan,2019,Private market minimarkets,Laundry Detergents,Liquid,R,V,7290108200225,470,GR," 2,03,249 ","1,381",West,Gujarat,Ahmedabad,ST00387,PRD563162,SUP0067,DC_MUM,Retail,B523860,LOT40183,4,WH03,In Stock,Completed,SAP ECC,05-03-2024 10:59
01,Jan,2019,Private market minimarkets,Laundry Detergents,Powder,R,V,7290108200232,470,GR," 2,02,273 ","1,492",Central,Madhya Pradesh,Indore,ST00412,PRD576606,SUP0089,DC_MUM,Retail,B420934,LOT14182,12,WH04,Low Stock,Completed,SAP ECC,02-09-2024 07:00
01,Jan,2019,Private market minimarkets,Laundry Detergents,Powder,R,V,7290108201574,1620,GR,"8,839",28,North,Haryana,Gurugram,ST01394,PRD824597,SUP0103,DC_MUM,Modern Trade,B139956,LOT27116,12,WH03,In Stock,Completed,SAP ECC,05-03-2024 16:42
01,Jan,2019,Private market minimarkets,Stain Removal,Stain Remover,R,V,7290108201857,1620,GR,"15,408",48,North,Uttar Pradesh,Lucknow,ST01377,PRD524548,SUP0076,DC_KOL,Retail,B928911,LOT39993,12,WH04,In Stock,Completed,Distributor Portal,02-12-2024 11:03
01,Jan,2019,Private market minimarkets,Dishwashing,Gel,S,S,7290005427411,800,GR,"1,377",4,East,ODISHA,Bhubaneswar,ST01360,PRD488650,SUP0093,DC_DEL,Wholesale,B104310,LOT54174,8,WH05,In Stock,Completed,SAP ECC,12-10-2024 11:55
01,Jan,2019,Private market minimarkets,Stain Removal,Stain Remover,S,S,7290108351491,720,GR,"28,592",146,Central,Madhya Pradesh,Indore,ST00891,PRD195042,SUP0067,DC_CHN,Modern Trade,B875311,LOT75476,13,WH02,Out of Stock,Completed,SAP ECC,13-05-2024 23:14
01,Jan,2019,Private market minimarkets,Air Care,Freshener,U,R,7290000339191,350,GR," 1,06,482 ",516,East,Bihar,Patna,ST00906,PRD844252,SUP0041,DC_MUM,E-Commerce,B331913,LOT28208,12,WH01,Out of Stock,Cancelled,SAP S/4HANA,13-04-2024 22:33
01,Jan,2019,Private market minimarkets,Laundry Detergents,Powder,R,Q,7290101867746,750,ML,285,1,North,Delhi,New Delhi,ST01313,PRD832843,SUP0046,DC_MUM,Modern Trade,B174067,LOT52919,12,WH03,In Stock,Pending,Distributor Portal,10-02-2024 21:50
01,Jan,2019,Private market minimarkets,Stain Removal,Stain Remover,B,O,7290006784506,750,ML,"20,655",260,West,Goa,Panaji,ST00963,PRD489124,SUP0087,DC_DEL,Retail,B108303,LOT66321,10,WH03,Low Stock,Completed,Distributor Portal,14-08-2024 09:16
01,Jan,2019,Private market minimarkets,Stain Removal,Fabric Whitener,R,V,5011417538500,500,ML,"1,313",7,North,Delhi,New Delhi,ST00965,PRD474574,SUP0087,DC_CHN,Retail,B195209,LOT14512,10,WH02,In Stock,Completed,SAP ECC,11-07-2024 15:27
01,Jan,2019,Private market minimarkets,Stain Removal,Color Care,R,V,7290101864127,750,ML," 3,41,627 ","2,429",Central,Chhattisgarh,Raipur,ST00140,PRD872744,SUP0055,DC_MUM,Retail,B686109,LOT89101,8,WH02,Low Stock,Completed,SAP ECC,17-03-2024 14:17
01,Jan,2019,Private market minimarkets,Stain Removal,Stain Remover,R,V,7290101865698,300,ML,"2,241",13,West,Gujarat,Ahmedabad,ST00300,PRD230014,SUP0082,DC_DEL,Retail,B431861,LOT62794,4,WH01,In Stock,Completed,Retail POS,17-10-2024 15:05
01,Jan,2019,Private market minimarkets,Laundry Detergents,Pods,S,S,7290000286907,750,ML,"23,453",84,West,Gujarat,Ahmedabad,ST01037,PRD208070,SUP0011,DC_BLR,Retail,B481288,LOT41642,6,WH01,Low Stock,Completed,Retail POS,06-10-2024 07:14
01,Jan,2019,Private market minimarkets,Laundry Detergents,Pods,S,S,7290000286921,750,ML,"96,859",664,East,Odisha,Bhubaneswar,ST00664,PRD561767,SUP0100,DC_KOL,Retail,B952451,LOT97802,11,WH02,In Stock,Completed,Distributor Portal,22-02-2024 11:23
01,Jan,2019,Private market minimarkets,Personal Hygiene,Wipes,Unknown,S,7290003015580,700,ML,"2,825",12,South,Karnataka,Mysuru,ST01452,PRD907999,SUP0026,DC_DEL,E-Commerce,B309369,LOT36991,10,WH04,In Stock,Completed,SAP ECC,13-01-2024 00:46
01,Jan,2019,Private market minimarkets,Dishwashing,Liquid,S,S,7290005430602,750,ML," 5,91,600 ","3,348",North,Punjab,Ludhiana,ST00825,PRD887322,SUP0072,DC_MUM,Retail,B344811,LOT13096,12,WH02,In Stock,Completed,Distributor Portal,16-04-2024 01:45
01,Jan,2019,Private market minimarkets,Stain Removal,Color Care,S,S,7290012823657,750,ML,"21,728",168,East,West Bengal,Kolkata,ST00400,PRD764070,SUP0092,DC_CHN,Modern Trade,B780816,LOT40852,10,WH01,In Stock,Completed,Distributor Portal,13-01-2024 00:08
01,Jan,2019,Private market minimarkets,Laundry Detergents,Pods,S,S,7290014397859,230,ML,"3,935",27,Central,Madhya Pradesh,Indore,ST00992,PRD040906,SUP0082,DC_BLR,Retail,B414398,LOT29698,4,WH02,In Stock,Completed,SAP ECC,12-09-2024 15:05
01,Jan,2019,Private market minimarkets,Laundry Detergents,Liquid,Y,H,7290006618931,750,ML,959,6,North,DELHI,New Delhi,ST01133,PRD654811,SUP0013,DC_CHN,Retail,B664583,LOT40781,14,WH01,In Stock,Completed,SAP S/4HANA,02-07-2024 11:10
01,Jan,2019,Private market minimarkets,Surface Cleaners,Multipurpose,Y,H,7290014905894,500,ML,"25,136",233,South,Kerala,Kochi,ST01380,PRD598486,SUP0036,DC_CHN,Retail,B310243,LOT66746,6,WH05,Reserved,Completed,SAP S/4HANA,18-08-2024 03:30
01,Jan,2019,Private market minimarkets,Laundry Detergents,Pods,I,C_2,7290011920722,750,ML,744,6,Central,Madhya Pradesh,Indore,ST00149,PRD598228,SUP0106,DC_CHN,Retail,B533434,LOT84179,2,,Out of Stock,Completed,SAP S/4HANA,29-05-2024 07:52
